cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Governor,OK-G1,8/11/22,_lite,Joy Hofmeister,,,,,Kevin Stitt,,,,all others,0.0469,0,0,0.0,0.9531,0.0,0,0.0,0.0,0,0.0469,0.9531,0.0210875,1.515254,1100258.0,1333775.0,872636.0,39.21058,0,0,0.0,0.0,54.686069999999994,0.0,0,0.0,6.103347,0.0,10.56525,45.415420000000005,60.76709,0,0.0,0,0.0,0,0.0,0.0,2.368231,32.95393,48.4621,0,0.0,0,0.0,0,0.0,-36.97133,2842656.0,-15.475489999999999,-3.9045120000000004,-26.950309999999998,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,OH-G1,8/11/22,_lite,Nan Whaley,,,,,Mike DeWine,,,,,0.0932,0,0,0.0,0.9068,0.0,0,0.0,0.0,0,0.0932,0.9068,0.036175,0.7202235,3970964.0,4721193.0,3243586.0,43.80782,0,0,0.0,0.0,56.19218000000001,0.0,0,0.0,0.0,0.0,0.0,49.80761,62.15838000000001,0,0.0,0,0.0,0,0.0,0.0,0.0,37.84162,50.19239,0,0.0,0,0.0,0,0.0,-12.10777,8831240.0,-12.38437,-0.38478090000000004,-24.316760000000002,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,NY-G1,8/11/22,_lite,Kathy C. Hochul,,,,,Lee M. Zeldin,,,,all others,0.985275,0,0,0.0,0.014725,0.0,0,0.0,0.0,0,0.985275,0.014725,0.0022375,0.0329714,5365139.0,6463927.0,4293734.0,57.0456,0,0,0.0,0.0,39.5011,0.0,0,0.0,3.453301,0.0,6.500838,62.18465,44.63341,0,0.0,0,0.0,0,0.0,0.0,1.027633,51.833890000000004,34.3322,0,0.0,0,0.0,0,0.0,19.93185,13400000.0,17.5445,27.38007,7.716117999999999,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,NV-G1,8/11/22,_lite,Steve Sisolak,,,,,Joe Lombardo,,,,all others,0.620525,0,0,0.0,0.379475,0.0,0,0.0,0.0,0,0.620525,0.379475,0.0703,6.211486,894776.3,1068355.0,725555.7,49.52341,0,0,0.0,0.0,47.38859,0.0,0,0.0,3.088003,0.0,5.930467,54.25264,52.12052,0,0.0,0,0.0,0,0.0,0.0,0.8672036,44.76291,42.65627,0,0.0,0,0.0,0,0.0,-2.531046,2105890.0,2.134823,11.09021,-6.888796000000001,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,NM-G1,8/11/22,_lite,Michelle Lujan Grisham,,,,Karen Bedonie,Mark V. Ronchetti,,,,,0.690275,0,0,0.0,0.309675,0.0,0,0.0,5e-05,0,0.690275,0.309675,0.0545375,7.072771,609621.6,732579.3,490416.8,50.6901,0,0,0.0,2.460111,46.849790000000006,0.0,0,0.0,0.0,4.811267,0.0,55.91235,52.04403,0,0.0,0,0.0,0,0.0,0.6253936,0.0,45.47723,41.61169,0,0.0,0,0.0,0,0.0,7.143294999999999,1493579.0,3.8403050000000003,14.00177,-6.258038,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,NH-G1,8/11/22,_lite,Tom Sherman,,,,,Chris Sununu,,,,,0.009775,0,0,0.0,0.990225,0.0,0,0.0,0.0,0,0.009775,0.990225,0.0046875,0.7093523,522437.1,616375.0,431544.3,38.36308,0,0,0.0,0.0,61.636919999999996,0.0,0,0.0,0.0,0.0,0.0,44.22805,67.5082,0,0.0,0,0.0,0,0.0,0.0,0.0,32.4918,55.77195,0,0.0,0,0.0,0,0.0,0.5605241,1075858.0,-23.27384,-11.54389,-35.0164,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,NE-G1,8/11/22,_lite,Carol Blood,,,,Scott Zimmerman,Jim Pillen,,,,,0.172975,0,0,0.0,0.8270000000000001,0.0,0,0.0,2.5e-05,0,0.172975,0.8270000000000001,0.0416875,5.320169,619491.2,737676.4,505522.4,43.01773,0,0,0.0,2.695607,54.28666,0.0,0,0.0,0.0,5.252714,0.0,50.943059999999996,62.11351,0,0.0,0,0.0,0,0.0,0.7017525,0.0,35.20285,46.37656,0,0.0,0,0.0,0,0.0,-24.757820000000002,1365541.0,-11.268930000000001,4.306965,-26.6769,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,MN-G1,8/11/22,_lite,Tim Walz,,,,,Scott Jensen,,,,all others,0.820725,0,0,0.0,0.179275,0.0,0,0.0,0.0,0,0.820725,0.179275,0.028775,1.073971,2118251.0,2481495.0,1764022.0,51.24642,0,0,0.0,0.0,43.799820000000004,0.0,0,0.0,4.953754,0.0,8.874135,56.81299,49.3989,0,0.0,0,0.0,0,0.0,0.0,1.7478330000000002,45.60017,38.15011,0,0.0,0,0.0,0,0.0,1.9884130000000002,4066265.0,7.446598,17.97989,-3.071976,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,MI-G1,8/11/22,_lite,Gretchen Whitmer,,,,,Tudor M. Dixon,,,,all others,0.946225,0,0,0.0,0.053775,0.0,0,0.0,0.0,0,0.946225,0.053775,0.008275,0.1914106,3417879.0,4062483.0,2797067.0,56.22456999999999,0,0,0.0,0.0,40.85569,0.0,0,0.0,2.9197439999999997,0.0,5.594338,62.30307,46.90967,0,0.0,0,0.0,0,0.0,0.0,0.7954463,50.006840000000004,34.73607,0,0.0,0,0.0,0,0.0,-1.182822,7501276.0,15.368879999999999,27.25768,3.417334,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,ME-G1,8/11/22,_lite,Janet T. Mills,,,,Sam Hunkler,Paul R. LePage,,,,,0.764175,0,0,0.0,0.235825,0.0,0,0.0,0.0,0,0.764175,0.235825,0.0386,5.568418,548037.4,643938.3,454498.0,52.03838,0,0,0.0,2.216502,45.74512,0.0,0,0.0,0.0,4.392971,0.0,57.70652,51.51337,0,0.0,0,0.0,0,0.0,0.5333441999999999,0.0,46.30741,40.04457,0,0.0,0,0.0,0,0.0,4.372984,1088975.0,6.293255,17.408920000000002,-4.926958,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,MD-G1,8/11/22,_lite,Wes Moore,,,,,Dan Cox,,,,all others,0.90485,0,0,0.0,0.09515,0.0,0,0.0,0.0,0,0.90485,0.09515,0.0127625,0.5570228,1811413.0,2168762.0,1461830.0,56.39491999999999,0,0,0.0,0.0,40.186640000000004,0.0,0,0.0,3.4184360000000003,0.0,6.468287,64.29975999999999,48.25079,0,0.0,0,0.0,0,0.0,0.0,0.9805606,48.29248,32.20763,0,0.0,0,0.0,0,0.0,26.27618,4305056.0,16.20828,31.75913,0.32451820000000003,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,MA-G1,8/11/22,_lite,Maura Healey,,,,,Geoff Diehl,,,,all others,0.997425,0,0,0.0,0.002575,0.0,0,0.0,0.0,0,0.997425,0.002575,0.0002625,0.0098902,2098354.0,2523474.0,1688200.0,62.13782,0,0,0.0,0.0,33.38629,0.0,0,0.0,4.475893,0.0,8.150053,68.30838,39.5483,0,0.0,0,0.0,0,0.0,0.0,1.49317,55.953030000000005,27.191,0,0.0,0,0.0,0,0.0,32.67038,4999558.0,28.75153,40.54101,16.924129999999998,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,KS-G1,8/11/22,_lite,Laura Kelly,,,,Seth Cordell,Derek Schmidt,,,,,0.5845,0,0,0.0,0.41545,0.0,0,0.0,5e-05,0,0.5845,0.41545,0.061525,5.052246,962768.4,1144674.0,787308.1,49.662040000000005,0,0,0.0,2.690428,47.647529999999996,0.0,0,0.0,0.0,5.227883,0.0,55.90432,53.95158000000001,0,0.0,0,0.0,0,0.0,0.7152343000000001,0.0,43.32887,41.34368,0,0.0,0,0.0,0,0.0,-21.09543,2089024.0,2.014503,14.2444,-10.34999,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,IL-G1,8/11/22,_lite,J.B. Pritzker,,,,Scott Schluter,Darren Bailey,,,,,0.899375,0,0,0.0,0.100625,0.0,0,0.0,0.0,0,0.899375,0.100625,0.0161,0.28474629999999995,4470155.0,5261442.0,3702006.0,54.229040000000005,0,0,0.0,2.265488,43.50547,0.0,0,0.0,0.0,4.48618,0.0,59.705040000000004,48.96014,0,0.0,0,0.0,0,0.0,0.5446861,0.0,48.70485,37.99524,0,0.0,0,0.0,0,0.0,13.223679999999998,8928145.0,10.72357,21.41992,-0.0335655,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,ID-G1,8/11/22,_lite,Stephen Heidt,,,,,Brad Little,,,,all others,0.008525,0,0,0.0,0.991475,0.0,0,0.0,0.0,0,0.008525,0.991475,0.002825,0.421796,529505.8,640298.9,423162.7,30.79816,0,0,0.0,0.0,61.89465,0.0,0,0.0,7.307197,0.0,12.28105,38.939029999999995,70.04005,0,0.0,0,0.0,0,0.0,0.0,3.080473,22.50478,53.73475,0,0.0,0,0.0,0,0.0,-36.76822,1297934.0,-31.096490000000003,-15.531379999999999,-46.71796,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,IA-G1,8/11/22,_lite,Deidre DeJear,,,,Rick Stewart,Kim Reynolds,,,,,0.056625,0,0,0.0,0.943375,0.0,0,0.0,0.0,0,0.056625,0.943375,0.0296875,2.01308,1165916.0,1367302.0,966450.4,42.10286,0,0,0.0,2.8868,55.01034,0.0,0,0.0,0.0,5.581108,0.0,47.43468,60.31586,0,0.0,0,0.0,0,0.0,0.7904974,0.0,36.70004,49.65377,0,0.0,0,0.0,0,0.0,-9.622491,2295209.0,-12.90749,-2.601305,-23.25244,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,HI-G1,8/11/22,_lite,Josh Green,,,,,Heidi Haunani Tsuneyoshi,,,,all others,0.92875,0,0,0.0,0.07125,0.0,0,0.0,0.0,0,0.92875,0.07125,0.0093125,1.975636,372661.0,454337.3,292805.8,57.49815,0,0,0.0,0.0,38.97528,0.0,0,0.0,3.526567,0.0,6.608613,65.83406,47.12793,0,0.0,0,0.0,0,0.0,0.0,1.037562,49.25967,30.68692,0,0.0,0,0.0,0,0.0,31.808559999999996,1007469.0,18.52287,34.8117,2.505369,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,GA-G1,8/11/22,_lite,Stacey Abrams,,,,,Brian Kemp,,,,all others,0.212575,0,0,0.0,0.787425,0.0,0,0.0,0.0,0,0.212575,0.787425,0.1188,2.930164,3205378.0,3826201.0,2605864.0,46.6586,0,0,0.0,0.0,51.22145,0.0,0,0.0,2.119944,0.0,4.2481480000000005,50.64497,55.21573000000001,0,0.0,0,0.0,0,0.0,0.0,0.47791239999999996,42.59912,47.18289,0,0.0,0,0.0,0,0.0,-7.357742,7356953.0,-4.562851,3.139309,-12.28755,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,FL-G1,8/11/22,_lite,Charlie Crist,,,,,Ron DeSantis,,,,all others,0.164325,0,0,0.0,0.835675,0.0,0,0.0,0.0,0,0.164325,0.835675,0.0672625,0.7245079000000001,7339806.0,8627748.0,6086627.0,44.52957,0,0,0.0,0.0,52.318259999999995,0.0,0,0.0,3.152173,0.0,5.996835,49.836220000000004,57.67318,0,0.0,0,0.0,0,0.0,0.0,0.8850889999999999,39.1415,46.932140000000004,0,0.0,0,0.0,0,0.0,-7.44125,14600000.0,-7.788685000000001,2.4718150000000003,-18.133470000000003,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,CT-G1,8/11/22,_lite,Edward Lamont,,,,,Robert Stefanowski,,,,all others,0.913675,0,0,0.0,0.086325,0.0,0,0.0,0.0,0,0.913675,0.086325,0.0136875,0.8756065000000001,1235862.0,1461743.0,1014220.0,53.596709999999995,0,0,0.0,0.0,43.166540000000005,0.0,0,0.0,3.236755,0.0,6.127165,58.730709999999995,48.273070000000004,0,0.0,0,0.0,0,0.0,0.0,0.9197983000000001,48.47613,37.955020000000005,0,0.0,0,0.0,0,0.0,12.14246,2618620.0,10.43017,20.262079999999997,0.7174015,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,CO-G1,8/11/22,_lite,Jared Polis,,,,,Heidi Ganahl,,,,all others,0.872,0,0,0.0,0.128,0.0,0,0.0,0.0,0,0.872,0.128,0.0198875,0.7375286999999999,2131847.0,2502413.0,1773132.0,52.5032,0,0,0.0,0.0,41.578340000000004,0.0,0,0.0,5.918462,0.0,10.3085,59.10435,48.1961,0,0.0,0,0.0,0,0.0,0.0,2.232955,45.90398,34.90996,0,0.0,0,0.0,0,0.0,6.733898,4183729.0,10.92486,23.32977,-1.379307,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,CA-G1,8/11/22,_lite,Gavin Newsom,,,,,Brian Dahle,,,,,0.98475,0,0,0.0,0.01525,0.0,0,0.0,0.0,0,0.98475,0.01525,0.0019875,0.0153976,10200000.0,12300000.0,8177648.0,63.85714,0,0,0.0,0.0,36.14286,0.0,0,0.0,0.0,0.0,0.0,71.67078000000001,43.94225,0,0.0,0,0.0,0,0.0,0.0,0.0,56.05775,28.32923,0,0.0,0,0.0,0,0.0,25.74052,25400000.0,27.71428,43.34155,12.11551,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,AZ-G1,8/11/22,_lite,Katie Hobbs,,,,Barry Hess,Kari Lake,,,,,0.643775,0,0,0.0,0.356225,0.0,0,0.0,0.0,0,0.643775,0.356225,0.0581125,2.14384,2143048.0,2556892.0,1737002.0,50.713440000000006,0,0,0.0,1.7394459999999998,47.54712,0.0,0,0.0,0.0,3.5571580000000003,0.0,56.320080000000004,53.201119999999996,0,0.0,0,0.0,0,0.0,0.3697165,0.0,45.06171,41.93571,0,0.0,0,0.0,0,0.0,-7.109708,4969373.0,3.166317,14.16872,-7.928307000000001,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,AR-G1,8/11/22,_lite,Chris Jones,,,,Ricky Dale Harrington Jr.,Sarah Huckabee Sanders,,,,,0.0443,0,0,0.0,0.955675,0.0,0,0.0,2.5e-05,0,0.0443,0.955675,0.016,1.513168,835963.9,1013112.0,664696.4,40.03236,0,0,0.0,1.250474,58.717169999999996,0.0,0,0.0,0.0,2.633903,0.0,46.929559999999995,65.55383,0,0.0,0,0.0,0,0.0,0.23062449999999998,0.0,33.182559999999995,51.818870000000004,0,0.0,0,0.0,0,0.0,-31.52285,2180916.0,-18.68481,-5.015265,-32.25942,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,AL-G1,8/11/22,_lite,Yolanda Rochelle Flowers,,,,,Kay Ivey,,,,all others,0.016525,0,0,0.0,0.983475,0.0,0,0.0,0.0,0,0.016525,0.983475,0.0057625,0.32510690000000003,1401327.0,1687012.0,1120748.0,34.06308,0,0,0.0,0.0,61.672,0.0,0,0.0,4.264913,0.0,7.758661,41.98442,69.5648,0,0.0,0,0.0,0,0.0,0.0,1.394596,26.175910000000002,53.65076,0,0.0,0,0.0,0,0.0,-29.199920000000002,3459287.0,-27.60892,-12.098519999999999,-42.89867,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,AK-G1,8/11/22,_lite,Les Gara,,,,Bill Walker,Mike Dunleavy,Christopher Kurka,,,,0.1639,0,0,0.0,0.658925,0.016375,0,0.0,0.1608,0,0.1639,0.6753,0.0220125,7.2071130000000005,241469.8,286401.2,198141.5,28.100170000000002,0,0,0.0,24.1,33.01789,14.781939999999999,0,0.0,0.0,31.67073,0.0,39.26375,42.08184,0,21.20338,0,0.0,0,0.0,16.815279999999998,0.0,16.959020000000002,24.18865,0,8.385538,0,0.0,0,0.0,-14.61795,521658.0,-19.69966,1.181793,-40.50731,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Governor,WY-G1,8/10/22,_lite,Theresa A. Livingston,,,,,Mark Gordon,,,,,0.0025,0,0,0.0,0.9975,0.0,0,0.0,0.0,0,0.0025,0.9975,0.0009375,0.45458469999999995,163046.4,198344.7,128734.0,30.9788,0,0,0.0,0.0,69.0212,0.0,0,0.0,0.0,0.0,0.0,38.65871,76.75698,0,0.0,0,0.0,0,0.0,0.0,0.0,23.24302,61.34129,0,0.0,0,0.0,0,0.0,-49.87335,424412.0,-38.0424,-22.68259,-53.51396,,,,,,,,,,,,,,,,,,,40000,22:04:32 10 Aug 2022
2022,Governor,WI-G1,8/10/22,_lite,Tony Evers,,,,Joan Ellis Beglinger,Tim Michels,,,,,0.7744,0,0,0.0,0.22555,0.0,0,0.0,5e-05,0,0.7744,0.22555,0.0364125,1.244841,2312551.0,2702496.0,1932937.0,52.377520000000004,0,0,0.0,1.893358,45.72912,0.0,0,0.0,0.0,3.81605,0.0,58.15254,51.50478,0,0.0,0,0.0,0,0.0,0.41438450000000004,0.0,46.57739,39.881190000000004,0,0.0,0,0.0,0,0.0,-3.823667,4351464.0,6.648399,18.0529,-4.725435,,,,,,,,,,,,,,,,,,,40000,22:04:32 10 Aug 2022
2022,Governor,VT-G1,8/10/22,_lite,Brenda Siegel,,,,,Phil Scott,,,,all others,0.057425,0,0,0.0,0.942575,0.0,0,0.0,0.0,0,0.057425,0.942575,0.016225,5.388240000000001,238063.3,282056.2,195199.2,34.341429999999995,0,0,0.0,0.0,55.085280000000004,0.0,0,0.0,10.57329,0.0,16.58932,43.16324,63.88299,0,0.0,0,0.0,0,0.0,0.0,5.240588,25.38174,46.28074,0,0.0,0,0.0,0,0.0,27.772879999999997,503792.0,-20.74385,-4.177956,-37.33702,,,,,,,,,,,,,,,,,,,40000,22:04:32 10 Aug 2022
