cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Senate,NV-S3,8/11/22,_lite,Catherine Cortez Masto,,,,,Adam Paul Laxalt,,,,all others,0.629725,0.0,0.0,0.0,0.370275,0.0,0,,0.0,0,0.629725,0.370275,0.1119125,8.382157000000001,995158.7,1154746.0,842368.9,49.66591,0.0,0.0,0.0,0.0,47.14552,0.0,0,0.0,3.188572,0.0,6.082533,54.849909999999994,52.3151,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9008233,44.50023,41.88317,0.0,0.0,0,0.0,0.0,0.0,-2.531046,2105890.0,1.0553549999999998,2.520393,12.5334,-7.408401,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,NH-S3,8/11/22,_lite,Maggie Hassan,,,,,Donald C. Bolduc,,,,all others,0.7193,0.0,0.0,0.0,0.2807,0.0,0,,0.0,0,0.7193,0.2807,0.0960625,11.67362,613363.1,704617.5,525029.9,51.25188,0.0,0.0,0.0,0.0,46.44194,0.0,0,0.0,2.3061830000000003,0.0,4.597428,56.7594,51.97271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5601034,45.6867,40.94603,0.0,0.0,0,0.0,0.0,0.0,0.5605241,1075858.0,1.206824,4.809937000000001,15.54449,-6.025452,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,ND-S3,8/11/22,_lite,Katrina Christiansen,,,,,John Hoeven,,,,,0.0013,0.0,0.0,0.0,0.9987,0.0,0,,0.0,0,0.0013,0.9987,0.0001625,0.051782299999999996,233906.3,276113.8,193674.8,30.032290000000003,0.0,0.0,0.0,0.0,69.96771,0.0,0,0.0,0.0,0.0,0.0,37.39604,77.38707,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.61293,62.60396,0.0,0.0,0,0.0,0.0,0.0,-37.07663,560506.0,1.093219,-39.93542,-25.20792,-54.77413000000001,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,NC-S3,8/11/22,_lite,Cheri Beasley,,,,,Ted Budd,,,,all others,0.5557,0.0,0.0,0.0,0.4443,0.0,0,,0.0,0,0.5557,0.4443,0.1144375,2.661133,3205320.0,3720609.0,2702051.0,48.59921,0.0,0.0,0.0,0.0,47.638729999999995,0.0,0,0.0,3.76206,0.0,7.030519,53.22405,52.24253,0.0,0.0,0,0.0,0.0,0.0,0.0,1.133641,43.91451,43.011109999999995,0.0,0.0,0,0.0,0.0,0.0,-4.822354,7698417.0,0.9338832,0.9604835999999999,9.553612,-7.746742,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,MO-S3,8/11/22,_lite,Trudy Busch Valentine,,,,,Eric Schmitt,,,,all others,0.1214,0.0,0.0,0.0,0.8786,0.0,0,,0.0,0,0.1214,0.8786,0.013475,0.5382715,1865937.0,2179839.0,1560432.0,41.367,0.0,0.0,0.0,0.0,50.313140000000004,0.0,0,0.0,8.31986,0.0,13.63168,46.91178,55.896280000000004,0.0,0.0,0,0.0,0.0,0.0,0.0,3.723804,35.6797,44.69189,0.0,0.0,0,0.0,0.0,0.0,-20.987029999999997,4580390.0,0.9401103000000001,-8.94614,0.9038754000000001,-18.91853,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,MD-S3,8/11/22,_lite,Chris Van Hollen,,,,,Chris Chaffee,,,,,0.997225,0.0,0.0,0.0,0.002775,0.0,0,,0.0,0,0.997225,0.002775,0.0011125,0.0462565,1792655.0,2094101.0,1497536.0,66.72565,0.0,0.0,0.0,0.0,33.27435,0.0,0,0.0,0.0,0.0,0.0,73.58319,40.07907,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,59.920930000000006,26.416809999999998,0.0,0.0,0,0.0,0.0,0.0,26.27618,4305056.0,0.8671916999999999,33.45131,47.16637,19.84185,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,LA-S3,8/11/22,_lite,Gary Chambers,Luke Mixon,Syrita Steib,Salvador P. Rodriguez,,John Kennedy,Devin Lance Graham,,,all others,0.0071,0.0143,0.0026,0.0026,0.9222,0.0512,0,,0.0,0,0.0266,0.9734,0.004725,0.2805543,1255320.0,1478662.0,1038640.0,8.960384,11.046439999999999,6.615297999999999,6.615297999999999,0.0,45.795159999999996,15.39969,0,0.0,5.56773,0.0,9.817269,14.49495,55.19436999999999,17.18222,21.67912,0,0.0,11.295869999999999,11.27401,0.0,2.062989,3.9159339999999996,37.25886,5.320424,9.20471,0,0.0,2.5000400000000003,2.4963439999999997,-20.37954,3372421.0,0.9194398000000001,-27.957440000000002,-7.2637,-49.30704,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,KY-S3,8/11/22,_lite,Charles Booker,,,,,Rand Paul,,,,,0.019325,0.0,0.0,0.0,0.980675,0.0,0,,0.0,0,0.019325,0.980675,0.0017,0.09055,1399362.0,1628966.0,1172101.0,40.51599,0.0,0.0,0.0,0.0,59.48401,0.0,0,0.0,0.0,0.0,0.0,46.1106,65.18211,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,34.817890000000006,53.8894,0.0,0.0,0,0.0,0.0,0.0,-27.195559999999997,3182925.0,0.9538169,-18.968020000000003,-7.778809,-30.36423,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,KS-S3,8/11/22,_lite,Mark R. Holland,,,,David C. Graham,Jerry Moran,,,,,0.011875,0.0,0.0,0.0,0.9881,0.0,0,,2.5e-05,0,0.011875,0.988125,0.0011875,0.0965883,916386.2,1068361.0,766311.3,34.420840000000005,0.0,0.0,0.0,3.889743,61.689409999999995,0.0,0,0.0,0.0,7.218936,0.0,41.899640000000005,69.13651,0.0,0.0,0,0.0,0.0,0.0,1.221959,0.0,26.927090000000003,54.21836,0.0,0.0,0,0.0,0.0,0.0,-21.09543,2089024.0,1.027156,-27.26857,-12.69413,-41.809979999999996,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,IN-S3,8/11/22,_lite,Thomas McDermott,,,,James Sceniak,Todd Young,,,,,0.015375,0.0,0.0,0.0,0.9846,0.0,0,,2.5e-05,0,0.015375,0.984625,0.001775,0.0694211,1905795.0,2233922.0,1585643.0,35.16144,0.0,0.0,0.0,3.4114,61.42716,0.0,0,0.0,0.0,6.443853,0.0,42.73649,68.86703,0.0,0.0,0,0.0,0.0,0.0,1.002227,0.0,27.69845,53.82521,0.0,0.0,0,0.0,0.0,0.0,-20.263189999999998,4952167.0,1.040398,-26.26572,-11.42043,-40.8268,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,IL-S3,8/11/22,_lite,Tammy Duckworth,,,,,Kathy Salvi,,,,all others,0.91405,0.0,0.0,0.0,0.08595,0.0,0,,0.0,0,0.91405,0.08595,0.0386,0.7276697,3953872.0,4565463.0,3359945.0,53.697759999999995,0.0,0.0,0.0,0.0,41.73319,0.0,0,0.0,4.569046,0.0,8.328975999999999,59.640530000000005,47.66166,0.0,0.0,0,0.0,0.0,0.0,0.0,1.558975,47.784209999999995,35.75898,0.0,0.0,0,0.0,0.0,0.0,13.223679999999998,8928145.0,0.9643386999999999,11.96457,23.21315,0.7326775,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,ID-S3,8/11/22,_lite,David Roth,,,,,Mike Crapo,,,,all others,0.00135,0.0,0.0,0.0,0.99865,0.0,0,,0.0,0,0.00135,0.99865,6.25e-05,0.0083087,560682.7,656983.9,465581.1,26.831359999999997,0.0,0.0,0.0,0.0,66.43095,0.0,0,0.0,6.7376949999999995,0.0,11.443439999999999,34.47738,73.94859,0.0,0.0,0,0.0,0.0,0.0,0.0,2.72306,19.27789,58.7325,0.0,0.0,0,0.0,0.0,0.0,-36.76822,1297934.0,1.019634,-39.59959,-24.95554,-53.94931999999999,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,IA-S3,8/11/22,_lite,Michael Franken,,,,,Chuck Grassley,,,,,0.16475,0.0,0.0,0.0,0.83525,0.0,0,,0.0,0,0.16475,0.83525,0.019975,1.2483309999999999,1192687.0,1376350.0,1014004.0,46.2001,0.0,0.0,0.0,0.0,53.7999,0.0,0,0.0,0.0,0.0,0.0,51.19704,58.78604,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.21396,48.80296,0.0,0.0,0,0.0,0.0,0.0,-9.622491,2295209.0,1.0718370000000002,-7.599792,2.394073,-17.57207,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,HI-S3,8/11/22,_lite,Brian Schatz,,,,,Bob McDermott,,,,all others,0.99485,0.0,0.0,0.0,0.00515,0.0,0,,0.0,0,0.99485,0.00515,0.00155,0.29173190000000004,396020.2,467164.6,327331.2,65.19879,0.0,0.0,0.0,0.0,30.17758,0.0,0,0.0,4.62363,0.0,8.360443,73.56204,38.49596,0.0,0.0,0,0.0,0.0,0.0,0.0,1.569868,56.8143,21.78342,0.0,0.0,0,0.0,0.0,0.0,31.808559999999996,1007469.0,1.2325959999999998,35.02122,51.32713,18.74352,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,GA-S3,8/11/22,_lite,Raphael Warnock,,,,Chase Oliver,Herschel Junior Walker,,,,,0.655,0.0,0.0,0.0,0.345,0.0,0,,0.0,0,0.655,0.345,0.1559875,3.587329,3241068.0,3749267.0,2748122.0,50.610079999999996,0.0,0.0,0.0,1.589927,47.79999,0.0,0,0.0,0.0,3.281818,0.0,54.54795,51.7287,0.0,0.0,0,0.0,0.0,0.0,0.31719040000000004,0.0,46.633990000000004,43.833890000000004,0.0,0.0,0,0.0,0.0,0.0,-7.357742,7356953.0,0.8951061,2.810093,10.49324,-4.853294,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,FL-S3,8/11/22,_lite,Val Demings,,,,,Marco Rubio,,,,all others,0.204375,0.0,0.0,0.0,0.795625,0.0,0,,0.0,0,0.204375,0.795625,0.0258375,0.2794255,6892139.0,7894021.0,5920208.0,45.658570000000005,0.0,0.0,0.0,0.0,51.96869,0.0,0,0.0,2.372741,0.0,4.683219,50.77523,56.94608,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5872961999999999,40.65117,46.85852,0.0,0.0,0,0.0,0.0,0.0,-7.44125,14600000.0,1.0198209999999999,-6.310116000000001,3.614731,-15.979170000000002,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,CT-S3,8/11/22,_lite,Richard Blumenthal,,,,,Leora R. Levy,,,,all others,0.9491,0.0,0.0,0.0,0.0509,0.0,0,,0.0,0,0.9491,0.0509,0.022975,1.4060219999999999,1217960.0,1412291.0,1027626.0,56.0548,0.0,0.0,0.0,0.0,41.2145,0.0,0,0.0,2.7307,0.0,5.285253,61.99446999999999,47.07362,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7147616999999999,50.12386,35.24804,0.0,0.0,0,0.0,0.0,0.0,12.14246,2618620.0,1.100113,14.8403,26.4381,3.3609430000000002,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,CO-S3,8/11/22,_lite,Michael Bennet,,,,,Joe O'Dea,,,,all others,0.84,0.0,0.0,0.0,0.16,0.0,0,,0.0,0,0.84,0.16,0.0541375,1.862786,2166231.0,2490112.0,1852527.0,52.72599,0.0,0.0,0.0,0.0,43.02687,0.0,0,0.0,4.247135,0.0,7.773949000000001,59.34143,49.60161,0.0,0.0,0,0.0,0.0,0.0,0.0,1.3798469999999998,46.071909999999995,36.420359999999995,0.0,0.0,0,0.0,0.0,0.0,6.733898,4183729.0,1.090737,9.699123,22.45443,-3.004797,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,CA-S3,8/11/22,_lite,Alex Padilla,,,,,Mark P. Meuser,,,,,0.96695,0.0,0.0,0.0,0.03305,0.0,0,,0.0,0,0.96695,0.03305,0.0117125,0.08576189999999999,10200000.0,11700000.0,8707004.0,60.769090000000006,0.0,0.0,0.0,0.0,39.230909999999994,0.0,0,0.0,0.0,0.0,0.0,68.08258000000001,46.534,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.466,31.91742,0.0,0.0,0,0.0,0.0,0.0,25.74052,25400000.0,0.9984196,21.53819,36.16516,6.932011,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,AZ-S3,8/11/22,_lite,Mark Kelly,,,,Marc Victor,Blake Masters,,,,,0.9086,0.0,0.0,0.0,0.0914,0.0,0,,0.0,0,0.9086,0.0914,0.0481625,1.596359,2248785.0,2607527.0,1905620.0,54.205040000000004,0.0,0.0,0.0,2.110281,43.68468,0.0,0,0.0,0.0,4.223125,0.0,59.37086,48.8623,0.0,0.0,0,0.0,0.0,0.0,0.4915021,0.0,49.01736,38.5264,0.0,0.0,0,0.0,0.0,0.0,-7.109708,4969373.0,1.068703,10.52035,20.61644,0.3873043,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,AR-S3,8/11/22,_lite,Natalie James,,,,,John Boozman,,,,all others,0.002425,0.0,0.0,0.0,0.997575,0.0,0,,0.0,0,0.002425,0.997575,0.0002625,0.0237622,823401.1,972456.3,679447.6,29.53732,0.0,0.0,0.0,0.0,66.04398,0.0,0,0.0,4.418698,0.0,8.019252,37.03382,73.5047,0.0,0.0,0,0.0,0.0,0.0,0.0,1.460761,21.97673,58.540859999999995,0.0,0.0,0,0.0,0.0,0.0,-31.52285,2180916.0,1.015951,-36.50665,-21.97108,-51.04914,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,AL-S3,8/11/22,_lite,Will Boyd,,,,,Katie Britt,,,,all others,0.0191,0.0,0.0,0.0,0.9809,0.0,0,,0.0,0,0.0191,0.9809,0.00215,0.11613339999999998,1379911.0,1619428.0,1147860.0,36.81581,0.0,0.0,0.0,0.0,59.51846,0.0,0,0.0,3.665739,0.0,6.837274000000001,43.77641,66.59803000000001,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1081860000000001,29.696240000000003,52.55491,0.0,0.0,0,0.0,0.0,0.0,-29.199920000000002,3459287.0,0.8313171999999999,-22.70265,-9.253878,-36.52385,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,AK-S3,8/11/22,_lite,Edgar Blatchford,,,,Sean M. Thorne,Lisa Murkowski,Kelly C. Tshibaka,,,,0.15085,0.0,0.0,0.0,0.76975,0.079125,0,,0.000275,0,0.151,0.8490000000000001,0.007475,2.163805,257491.3,298654.0,217562.0,35.86309,0.0,0.0,0.0,4.084454,36.53452,23.51793,0,0.0,0.0,7.505955,0.0,46.37614,44.55402,0.0,30.559590000000004,0,0.0,0.0,0.0,1.298712,0.0,25.41998,28.69074,0.0,16.43476,0,0.0,0.0,0.0,-14.61795,521658.0,1.218487,-24.18936,-3.461279,-44.70317,,,,,,,,,,,,,,,,,,,40000,21:14:54 11 Aug 2022
2022,Senate,WI-S3,8/10/22,_lite,Mandela Barnes,,,,,Ron Johnson,,,,,0.33775,0.0,0.0,0.0,0.66225,0.0,0,,0.0,0,0.33775,0.66225,0.052925,1.70275,2316752.0,2658643.0,1982774.0,48.16942,0.0,0.0,0.0,0.0,51.83058,0.0,0,0.0,0.0,0.0,0.0,53.97172,57.691109999999995,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42.308890000000005,46.02828,0.0,0.0,0,0.0,0.0,0.0,-3.823667,4351464.0,1.0456020000000001,-3.6611629999999997,7.943439,-15.382220000000002,,,,,,,,,,,,,,,,,,,40000,22:04:32 10 Aug 2022
2022,Senate,WA-S3,8/10/22,_lite,Patty Murray,,,,,Tiffany Smiley,,,,,0.96865,0.0,0.0,0.0,0.03135,0.0,0,,0.0,0,0.96865,0.03135,0.0158125,0.4621594,2550224.0,2941830.0,2165762.0,57.19539,0.0,0.0,0.0,0.0,42.80461,0.0,0,0.0,0.0,0.0,0.0,62.01894,47.63515,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.36485,37.98106,0.0,0.0,0,0.0,0.0,0.0,14.230720000000002,5346645.0,1.0590680000000001,14.39078,24.037879999999998,4.729691000000001,,,,,,,,,,,,,,,,,,,40000,22:04:32 10 Aug 2022
